holiday,dest_name,hotel_name,stars,description,photo_url,link
Lunar New Year,Gold Coast,Oceana On Broadbeach,4,"Set 2 blocks from the Gold Coast Highway, this modern beachfront serviced apartment building is 1.8 km from the Q1 skyscraper and 8 km from Sea World.",https://lh3.googleusercontent.com/p/AF1QipOPI9M8hrFfVXQ-ntfKoWrUJpQwzogLOdaoocch=w296-h202-n-k-rw-no-v1,https://www.google.com/travel/hotels/Gold%20Coast/entity/CgsIh-7e56vozd2OARAB?ap=MAFa4QEKBQivARAAEgMIlwEiA0dCUCoWCgcI5A8QARgdEgcI5A8QAhgMGA4gAbABAFgBaAGaATISCkdvbGQgQ29hc3QaJDB4NmI5MTFhNDcyYjVkNjBiNzoweDMwMmEzNWFmM2RlYWY3MKIBFgoIL20vMGc0ZzcSCkdvbGQgQ29hc3SqARIKAgghEgIIWxICCC8SAghUGAGqAQoKAggUEgIIUhgBqgEKCgIIHBICCDYYAaoBDgoCCBESAggqEgIIAhgBqgEOCgIILhICCD0SAggMGAGqAQoKAgg1EgIIMhgBkgECIAFoAA&g2lb=2502404%2C4208993%2C4223281%2C4252074%2C4253230%2C4253565%2C4254308%2C4258168%2C4260007%2C4270442%2C4274032%2C4276660%2C4282211%2C4282357%2C4282363%2C4263910%2C4265427%2C4270859%2C4280642%2C4282092&un=1&rp=QABIAg&ictx=1&tcfs=EjAKCC9tLzBnNGc3EgpHb2xkIENvYXN0GhgKCjIwMjAtMDEtMjkSCjIwMjAtMDItMTIiGAoKMjAyMC0wMS0yORIKMjAyMC0wMi0xMlIA&ved=0CF8QqOACKAVqGAoTCLCIy9DbwOMCFQAAAAAdAAAAABCUBA&
Lunar New Year,Gold Coast,Turtle Beach Resort,4,"A 10 minutes' walk from the beach, this vibrant resort is adjacent to a bus stop, and also 3 km from the SkyPoint Observation Deck at the top of Q1, Australia's tallest building.",https://lh3.googleusercontent.com/p/AF1QipMxf2wUMs_QY2Wx17CVaW9ONtXlKbOvl_lgjuUJ=w296-h202-n-k-rw-no-v1,https://www.google.com/travel/hotels/Gold%20Coast/entity/CgoIwL2Fg6eD4o5ZEAE?ap=MAFa4QEKBQivARAAEgMIlwEiA0dCUCoWCgcI5A8QARgdEgcI5A8QAhgMGA4gAbABAFgBaAiaATISCkdvbGQgQ29hc3QaJDB4NmI5MTFhNDcyYjVkNjBiNzoweDMwMmEzNWFmM2RlYWY3MKIBFgoIL20vMGc0ZzcSCkdvbGQgQ29hc3SqARIKAgghEgIIWxICCC8SAghUGAGqAQoKAggUEgIIUhgBqgEKCgIIHBICCDYYAaoBDgoCCBESAggqEgIIAhgBqgEOCgIILhICCD0SAggMGAGqAQoKAgg1EgIIMhgBkgECIAFoAA&g2lb=2502404%2C4208993%2C4223281%2C4252074%2C4253230%2C4253565%2C4254308%2C4258168%2C4260007%2C4270442%2C4274032%2C4276660%2C4282211%2C4282357%2C4282363%2C4263910%2C4265427%2C4270859%2C4280642%2C4282092&un=1&rp=QABIAg&ictx=1&tcfs=EjAKCC9tLzBnNGc3EgpHb2xkIENvYXN0GhgKCjIwMjAtMDEtMjkSCjIwMjAtMDItMTIiGAoKMjAyMC0wMS0yORIKMjAyMC0wMi0xMlIA&ved=0CBkQqOACKAFqGAoTCLCIy9DbwOMCFQAAAAAdAAAAABCSBQ&
Lunar New Year,Gramado,Bavária Sport Hotel,4,"On a wooded property 2 blocks from the RS-235 regional highway, this laid-back hotel in a timber-fronted building is a 13-minute walk from miniature replicas of world landmarks at Mini Mundo.",https://lh3.googleusercontent.com/p/AF1QipOtC6-rB477mdPTY3BUzHM3vteKKElznLm6Y96o=w296-h202-n-k-rw-no-v1,https://www.google.com/travel/hotels/Gramado/entity/CgoInoLr-InCl75cEAE?ap=MAFafwoFCK8BEAASAwiXASIDR0JQKhYKBwjkDxABGB0SBwjkDxACGAwYDiABsAEAWAFoAZoBMBIHR3JhbWFkbxolMHg5NTE5MzI0Mjc4MDQzMjFmOjB4YTcxYzI1ZjA4MWU1YWVhNqIBFAoJL20vMDdtYnE2EgdHcmFtYWRvkgECIAFoAA&g2lb=2502404%2C4208993%2C4223281%2C4252074%2C4253230%2C4253565%2C4254308%2C4258168%2C4260007%2C4270442%2C4274032%2C4276660%2C4282211%2C4282357%2C4282363%2C4263910%2C4265427%2C4270859%2C4280642%2C4282092&un=1&rp=QABIAg&ictx=1&tcfs=Ei4KCS9tLzA3bWJxNhIHR3JhbWFkbxoYCgoyMDIwLTAxLTI5EgoyMDIwLTAyLTEyIhgKCjIwMjAtMDEtMjkSCjIwMjAtMDItMTJSAA&ved=0CCoQqOACKAJqGAoTCLCIy9DbwOMCFQAAAAAdAAAAABDHBw&
Lunar New Year,Gramado,Hotel Cercano,4,"A minute's walk from the shops and restaurants of the Centro district, this polished modern hotel on a tree-lined street is 15 minutes' walk from Mini Mundo theme park and 2 km from Negro Lake.",https://lh3.googleusercontent.com/p/AF1QipMKKwSl5uyrjvq-xJGAN_1WiqO8ochCi5lfmx08=w296-h202-n-k-rw-no-v1,https://www.google.com/travel/hotels/Gramado/entity/CgsI65P4qMvlrM-wARAB?ap=MAFafgoFCK8BEAASAghNIgNHQlAqFgoHCOQPEAEYHRIHCOQPEAIYDBgOIAGwAQBYAWgBmgEwEgdHcmFtYWRvGiUweDk1MTkzMjQyNzgwNDMyMWY6MHhhNzFjMjVmMDgxZTVhZWE2ogEUCgkvbS8wN21icTYSB0dyYW1hZG-SAQIgAWgA&g2lb=2502404%2C4208993%2C4223281%2C4252074%2C4253230%2C4253565%2C4254308%2C4258168%2C4260007%2C4270442%2C4274032%2C4276660%2C4282211%2C4282357%2C4282363%2C4263910%2C4265427%2C4270859%2C4280642%2C4282092&un=1&rp=QABIAg&ictx=1&tcfs=Ei4KCS9tLzA3bWJxNhIHR3JhbWFkbxoYCgoyMDIwLTAxLTI5EgoyMDIwLTAyLTEyIhgKCjIwMjAtMDEtMjkSCjIwMjAtMDItMTJSAA&ved=0CLQBEKjgAigKahgKEwiwiMvQ28DjAhUAAAAAHQAAAAAQrQg&
Lunar New Year,Gramado,Hotel Kehl Haus,3,"A minute's walk from the Medieval Museum Castle Saint George, this casual hotel is a block from route RS-235.",https://lh3.googleusercontent.com/proxy/lWbm9TLdsQno5jmbSd88FpjwyHBWxCqLpN-h_M-SNjbRjxtXkaAE7ci4iqSgASuUDdYgX0px7FrE04FBwwecsz_YzOvcH2HaEpOx7orsmvzy2BWG3A_KIq-YTLdWYRvHh88B1smi2jFKBls6ZiFZT1MiCHBUMg=w296-h202-n-k-rw-no-v1,https://www.google.com/travel/hotels/Gramado/entity/CgsIlruEtpXB6f2JARAB?ap=EgNDQXcwA1p-CgUIrwEQABICCE0iA0dCUCoWCgcI5A8QARgdEgcI5A8QAhgMGA4gAbABAFgBaAGaATASB0dyYW1hZG8aJTB4OTUxOTMyNDI3ODA0MzIxZjoweGE3MWMyNWYwODFlNWFlYTaiARQKCS9tLzA3bWJxNhIHR3JhbWFkb5IBAiABaAA&g2lb=2502404%2C4208993%2C4223281%2C4252074%2C4253230%2C4253565%2C4254308%2C4258168%2C4260007%2C4270442%2C4274032%2C4276660%2C4282211%2C4282357%2C4282363%2C4263910%2C4265427%2C4270859%2C4280642%2C4282092&un=1&rp=QABIAg&ictx=1&tcfs=Ei4KCS9tLzA3bWJxNhIHR3JhbWFkbxoYCgoyMDIwLTAxLTI5EgoyMDIwLTAyLTEyIhgKCjIwMjAtMDEtMjkSCjIwMjAtMDItMTJSAA&ved=0CAgQqOACKABqGAoTCLCIy9DbwOMCFQAAAAAdAAAAABCMCQ&
Lunar New Year,Ban Tai,Tommy Resort,3,"Set amid gardens on Haad Rin Beach, this laid-back resort is 8 km from the Wat Khao Tham meditation center and 15 km from the Phaeng Waterfall.",https://lh3.googleusercontent.com/p/AF1QipPS2C0huprpRCbSNphMqCVRm-heuYDGM4I4r3zw=w296-h202-n-k-rw-no-v1,https://www.google.com/travel/hotels/Ban%20Tai/entity/CgsIh-mmypHX_vKAARAB?ap=MAFagQEKBQivARAAEgQITRApIgNHQlAqFgoHCOQPEAEYHRIHCOQPEAIYDBgOIAGwAQBYAWgBmgEvEgdCYW4gVGFpGiQweDMwNTRmZDBjZjBhMGEyYTM6MHg0MDIyM2JjMmMzODI3NDCiARYKCy9nLzF0eTJiYmRsEgdCYW4gVGFpkgECIAFoAA&g2lb=2502404%2C4208993%2C4223281%2C4252074%2C4253230%2C4253565%2C4254308%2C4258168%2C4260007%2C4270442%2C4274032%2C4276660%2C4282211%2C4282357%2C4282363%2C4263910%2C4265427%2C4270859%2C4280642%2C4282092&un=1&rp=QABIAg&ictx=1&tcfs=EjAKCy9nLzF0eTJiYmRsEgdCYW4gVGFpGhgKCjIwMjAtMDEtMjkSCjIwMjAtMDItMTIiGAoKMjAyMC0wMS0yORIKMjAyMC0wMi0xMlIA&ved=0CAgQqOACKABqGAoTCLCIy9DbwOMCFQAAAAAdAAAAABCrCg&
Lunar New Year,Ban Tai,Sarikantang Resort & Spa Koh Phangan,3,"On Leela Beach at the southern tip of Ko Pha Ngan, this relaxed resort is 12 km from Thong Sala Ferry Pier and 16 km from Phaeng Waterfall.",https://lh3.googleusercontent.com/proxy/PnHmj2uK5sbsu6X2OB_RPtkWL4nDF3Hmft5SneLieBbLRZ3vhXl5BN6f5kHRv8u4hmg8AU4iUwuuyrCj4E6j7ugxvqMy67cCtdTrKGNqjuIVxFkKqunbkjfptDNKT7A6DsnK2Q7zhphL_Jgtfuy-8WDEDfniXQ=w296-h202-n-k-rw-no-v1,https://www.google.com/travel/hotels/Ban%20Tai/entity/CgsIirDj2Y72qpCUARAB?ap=MAFagQEKBQivARAAEgQIVRApIgNHQlAqFgoHCOQPEAEYHRIHCOQPEAIYDBgOIAGwAQBYAWgBmgEvEgdCYW4gVGFpGiQweDMwNTRmZDBjZjBhMGEyYTM6MHg0MDIyM2JjMmMzODI3NDCiARYKCy9nLzF0eTJiYmRsEgdCYW4gVGFpkgECIAFoAA&g2lb=2502404%2C4208993%2C4223281%2C4252074%2C4253230%2C4253565%2C4254308%2C4258168%2C4260007%2C4270442%2C4274032%2C4276660%2C4282211%2C4282357%2C4282363%2C4263910%2C4265427%2C4270859%2C4280642%2C4282092&un=1&rp=QABIAg&ictx=1&tcfs=EjAKCy9nLzF0eTJiYmRsEgdCYW4gVGFpGhgKCjIwMjAtMDEtMjkSCjIwMjAtMDItMTIiGAoKMjAyMC0wMS0yORIKMjAyMC0wMi0xMlIA&ved=0CEwQqOACKARqGAoTCLCIy9DbwOMCFQAAAAAdAAAAABCbCw&
Lunar New Year,Ban Tai,"Sea Breeze Resort, Koh Phangan",4,"Set on lush grounds atop a hill, this casual hotel is 7 minutes' walk from a ferry terminal, 18 minutes' walk from the relaxed Haad Yuan Beach and 7 minutes' walk from the lively Haad Rin Beach.",https://lh3.googleusercontent.com/p/AF1QipMXnzXKZdNt6U3t3he_Ndg1c6AhLbwAOwZAAwSB=w296-h202-n-k-rw-no-v1,https://www.google.com/travel/hotels/Ban%20Tai/entity/CgsI2ZSSnPGqyP7OARAB?ap=MAFagQEKBQivARAAEgQIVRApIgNHQlAqFgoHCOQPEAEYHRIHCOQPEAIYDBgOIAGwAQBYAWgBmgEvEgdCYW4gVGFpGiQweDMwNTRmZDBjZjBhMGEyYTM6MHg0MDIyM2JjMmMzODI3NDCiARYKCy9nLzF0eTJiYmRsEgdCYW4gVGFpkgECIAFoAA&g2lb=2502404%2C4208993%2C4223281%2C4252074%2C4253230%2C4253565%2C4254308%2C4258168%2C4260007%2C4270442%2C4274032%2C4276660%2C4282211%2C4282357%2C4282363%2C4263910%2C4265427%2C4270859%2C4280642%2C4282092&un=1&rp=QABIAg&ictx=1&tcfs=EjAKCy9nLzF0eTJiYmRsEgdCYW4gVGFpGhgKCjIwMjAtMDEtMjkSCjIwMjAtMDItMTIiGAoKMjAyMC0wMS0yORIKMjAyMC0wMi0xMlIA&ved=0CF0QqOACKAVqGAoTCLCIy9DbwOMCFQAAAAAdAAAAABCbCw&
Lunar New Year,Grand Baie,Domaine des Alizees Club & Spa,4,This luxe resort of apartments and villas is set in the countryside 2 km from Grand Bay Beach and 16 km from the Sir Seewoosagur Ramgoolam Botanical Garden.,https://lh3.googleusercontent.com/p/AF1QipN-vh-M8q2TrTDrJxyoD32WWKSb2FiKNk0Su3Sa=w296-h202-n-k-rw-no-v1,https://www.google.com/travel/hotels/Grand%20Baie/entity/CgoIo6_HoICkg4M7EAE?ap=MAFalwEKBQjIARAAEgUIrAEQMiIDR0JQKhYKBwjkDxABGB0SBwjkDxACGAwYDiABsAEAWAFoCJoBMxIKR3JhbmQgQmFpZRolMHgyMTdkYWI3NzM5YmQ2ZWRiOjB4YjQ3MGFhY2NiYWRhZGY3MaIBGAoKL20vMDU2eV9rbBIKR3JhbmQgQmFpZaoBDAoDCJ0BEgMIngEYAZIBAiABaAA&g2lb=2502404%2C4208993%2C4223281%2C4252074%2C4253230%2C4253565%2C4254308%2C4258168%2C4260007%2C4270442%2C4274032%2C4276660%2C4282211%2C4282357%2C4282363%2C4263910%2C4265427%2C4270859%2C4280642%2C4282092&un=1&rp=QABIAg&ictx=1&tcfs=EjIKCi9tLzA1Nnlfa2wSCkdyYW5kIEJhaWUaGAoKMjAyMC0wMS0yORIKMjAyMC0wMi0xMiIYCgoyMDIwLTAxLTI5EgoyMDIwLTAyLTEyUgA&ved=0CDsQqOACKANqGAoTCLCIy9DbwOMCFQAAAAAdAAAAABDbDQ&
Lunar New Year,Grand Baie,Choisy Les Bains ,4,"Good location overall for sightseeing, recreation, and getting around",https://lh3.googleusercontent.com/proxy/WjT0P-shAtqntYYiiCV7azDbIqoeZUlVuECAg4czEXm_pwMmB0n0QhHsBUwt1IxdZxM5SOYVd5LARVH38_9BG9zeAms-yOLwDK0hKIbRgWBx61HIx-Lm_MfXopNiMRPlXFC0K5Qs4lroMIbUSaVgYc2lQ_9pIt8=w296-h202-n-k-rw-no-v1,https://www.google.com/travel/hotels/Grand%20Baie/entity/CgsI8q7c1YT0iNmwARAB?ap=MAFalwEKBQjIARAAEgUIrAEQLiIDR0JQKhYKBwjkDxABGB0SBwjkDxACGAwYDiABsAEAWAFoCJoBMxIKR3JhbmQgQmFpZRolMHgyMTdkYWI3NzM5YmQ2ZWRiOjB4YjQ3MGFhY2NiYWRhZGY3MaIBGAoKL20vMDU2eV9rbBIKR3JhbmQgQmFpZaoBDAoDCJ0BEgMIngEYAZIBAiABaAA&g2lb=2502404%2C4208993%2C4223281%2C4252074%2C4253230%2C4253565%2C4254308%2C4258168%2C4260007%2C4270442%2C4274032%2C4276660%2C4282211%2C4282357%2C4282363%2C4263910%2C4265427%2C4270859%2C4280642%2C4282092&un=1&rp=QABIAg&ictx=1&tcfs=EjIKCi9tLzA1Nnlfa2wSCkdyYW5kIEJhaWUaGAoKMjAyMC0wMS0yORIKMjAyMC0wMi0xMiIYCgoyMDIwLTAxLTI5EgoyMDIwLTAyLTEyUgA&ved=0CAgQqOACKABqGAoTCLCIy9DbwOMCFQAAAAAdAAAAABDaDg&
Lunar New Year,Grand Baie,Hibiscus Beach Resort & Spa,3,"Seafront area with calm water at Pereybere Beach, spa resorts, food stalls & waterside restaurants.",https://lh3.googleusercontent.com/proxy/x81DZW_a1jnX7rRR9nHXusEc1IvdpZuF8AQDPpcad2h9goMpSza0orZjLGBqXNc96-ZJlHAi6ywJaHyVby2-yuf4LTT7G4dxeZiUNO6DJMPypOvUk-x5TIHEz0GmdTXBzkafW4kCJ72klWa0gb7NOAlijiozEQ=w296-h202-n-k-rw-no-v1,https://www.google.com/travel/hotels/Grand%20Baie/entity/CgoI9qyRtZ-qp89MEAE?ap=MAFalwEKBQjIARAAEgUIrAEQLiIDR0JQKhYKBwjkDxABGB0SBwjkDxACGAwYDiABsAEAWAFoCJoBMxIKR3JhbmQgQmFpZRolMHgyMTdkYWI3NzM5YmQ2ZWRiOjB4YjQ3MGFhY2NiYWRhZGY3MaIBGAoKL20vMDU2eV9rbBIKR3JhbmQgQmFpZaoBDAoDCJ0BEgMIngEYAZIBAiABaAA&g2lb=2502404%2C4208993%2C4223281%2C4252074%2C4253230%2C4253565%2C4254308%2C4258168%2C4260007%2C4270442%2C4274032%2C4276660%2C4282211%2C4282357%2C4282363%2C4263910%2C4265427%2C4270859%2C4280642%2C4282092&un=1&rp=QABIAg&ictx=1&tcfs=EjIKCi9tLzA1Nnlfa2wSCkdyYW5kIEJhaWUaGAoKMjAyMC0wMS0yORIKMjAyMC0wMi0xMiIYCgoyMDIwLTAxLTI5EgoyMDIwLTAyLTEyUgA&ved=0CJABEKjgAigIahgKEwiwiMvQ28DjAhUAAAAAHQAAAAAQ2g4&
Martin Luther King Jr. Weekend,Asheville,Renaissance Asheville Hotel,4,"Set in downtown, this upscale modern hotel is a 7-minute walk from the Asheville Art Museum and 2.5 miles from Biltmore Village.",https://lh4.googleusercontent.com/-ea5DszDmMZQ/W0UwXxoSQFI/AAAAAAAAATY/2c6b6OWJQCIRsjK0FAvd8yW4uTnLSgyoQCLIBGAYYCw/w296-h202-n-k-no/,https://www.google.com/travel/hotels/Asheville/place/8859865088801944223?utm_source=marketing&utm_campaign=HD19&hrf=KhYKBwjjDxABGBISBwjjDxABGBUYAyAB
Martin Luther King Jr. Weekend,Asheville,Hotel Indigo Asheville Downtown,4,This contemporary hotel is a 3-minute walk from both the U.S. Cellular Center and shops at the Grove Arcade. It's 2.7 miles from historic Biltmore Village and 2.5 miles from the Biltmore Estate entrance.,https://lh3.googleusercontent.com/proxy/HNmz-fV7mUaTSVG5Z404jZA951Qo7ZtGCys2Is_ibhgc7sLHd0YXwO1qwDf9RXc2XbGgXI36AVHEUUVlh2EnnA5-Ne5aYlk_z7DrEnqZ-tljh6sA6vS8Oc0XHfFYoFKIZt1-miAwCVypPcHbZDd440yHfdjXqFU=w296-h202-n-k-no,https://www.google.com/travel/hotels/Asheville/place/1246876221492007772?utm_source=marketing&utm_campaign=HD19&hrf=KhYKBwjjDxABGBISBwjjDxABGBUYAyAB
Martin Luther King Jr. Weekend,Asheville,Hilton Asheville Biltmore Park,4,"This contemporary hotel is 4.1 miles from Asheville Regional Airport, 5 miles from the North Carolina Arboretum and 12.2 miles from the Asheville Art Museum.",https://lh5.googleusercontent.com/-r8zhvkGfsWs/V3016NZiujI/AAAAAAAAAQU/z_GHg30_og074nTsjeEPaXmQdV6JxEmsQCLIBGAYYCw/w296-h202-n-k-no/,https://www.google.com/travel/hotels/Asheville/place/2600412965642914856?utm_source=marketing&utm_campaign=HD19&hrf=KhYKBwjjDxABGBISBwjjDxABGBUYAyAB
Martin Luther King Jr. Weekend,Jackson,Rustin Inn at Jackson Hole,4,"On 10 acres of private grounds, this upscale resort is 1 mile from the National Elk Refuge and 13 miles from Grand Teton National Park.",https://lh4.googleusercontent.com/-kkLcVKt2d7U/WqgCFIVvsMI/AAAAAAAAAD4/c6wC8P80K404OMxEYwZxRGLTZJ11EJrzACLIBGAYYCw/w296-h202-n-k-no/,https://www.google.com/travel/hotels/Jackson/place/1973335891031029340?utm_source=marketing&utm_campaign=HD19&hrf=KhYKBwjjDxABGBISBwjjDxABGBUYAyAB
Martin Luther King Jr. Weekend,Jackson,Spring Creek Ranch,4,"Surrounded by the Teton Mountain range, this upscale, rustic hotel is 8 miles from the National Museum of Wildlife Art and 14 miles from Grand Teton National Park.",https://lh4.googleusercontent.com/proxy/5aZJs6zDW7pWtMMO9WnZc5RvdUsxIqEKYLFJG3eAJdOiRYcBz0IqYlgaO_olTn8lG8-OXyJnV2uOiHXDvXb7g6g4g6yKZPRMGBPkgRFa48bCWe5Rd3xQJQV-jMvtbJfmVJPT_GV12rFQ2KQk8Cef6YGljJtvmA=w296-h202-n-k-no,https://www.google.com/travel/hotels/Jackson/place/3135230714298116332?utm_source=marketing&utm_campaign=HD19&hrf=KhYKBwjjDxABGBISBwjjDxABGBUYAyAB
Martin Luther King Jr. Weekend,Jackson,Homewood Suites by Hilton Jackson,3,This downtown hotel is 3 blocks from Town Square and 13 miles' drive to Grand Teton National Park.,https://lh6.googleusercontent.com/-cWYinIfnbX4/W5LfyRqCjDI/AAAAAAAAABA/3fFfBAONcngQPrhFlub2LjNtWwGKgbtkQCLIBGAYYCw/w296-h202-n-k-no/,https://www.google.com/travel/hotels/Jackson/place/9651630359369925670?utm_source=marketing&utm_campaign=HD19&hrf=KhYKBwjjDxABGBISBwjjDxABGBUYAyAB
Martin Luther King Jr. Weekend,New York,The Westin New York Times Square,4,"Commercial area known for high-end dining & Broadway shows, plus Times Square & Rockefeller Center.",https://lh3.googleusercontent.com/-6-lX81aRFNE/VytXK6suYCI/AAAAAAAAAH8/CzjcNtMX9n4zNEyWYTGAMHZQu1GfkviHQCLIBGAYYCw/w296-h202-n-k-no/,https://www.google.com/travel/hotels/New%20York/place/17248119256427218342?utm_source=marketing&utm_campaign=HD19&hrf=KhYKBwjjDxABGBISBwjjDxABGBUYAyAB
Martin Luther King Jr. Weekend,New York,Parker New York,4,"Commercial area known for high-end dining & Broadway shows, plus Times Square & Rockefeller Center.",https://lh3.googleusercontent.com/-z3Aio2ZzisE/VjJde46NR8I/AAAAAAAAEAg/hZS1iLZNblQYgsW67kPFGFwhTu4CD-DGACLIBGAYYCw/w296-h202-n-k-no/,https://www.google.com/travel/hotels/New%20York/place/93345974180140651?utm_source=marketing&utm_campaign=HD19&hrf=KhYKBwjjDxABGBISBwjjDxABGBUYAyAB
Martin Luther King Jr. Weekend,New York,"The Lexington Hotel, Autograph Collection",4,"Warm, traditional hotel with modern rooms & suites, plus a lively cocktail bar & a coffee shop.",https://lh4.googleusercontent.com/proxy/s_6gEokp_MEEgbWjRq6nfoAn5nAt-zMHxqPFX_BUUR0MSgd2nnbP9E0Z7CpyTIDQELCqxH_DotFvn0qgjGZj-tLrJhK-Tpdc0W1CNsaX-HlxQEVHt8SbX5t7jwyhaBO3B99RUM4kb4zCDB4c6FEL8w_igccB9Vk=w296-h202-n-k-no,https://www.google.com/travel/hotels/New%20York/place/9971719537146193749?utm_source=marketing&utm_campaign=HD19&hrf=KhYKBwjjDxABGBISBwjjDxABGBUYAyAB
Martin Luther King Jr. Weekend,Madison,Hyatt Place Madison Downtown,3,"This straightforward downtown hotel is an 8-minute walk from the pedestrianized State Street and an 11-minute walk from Frank Lloyd Wright-designed Monona Terrace Community and Convention Center, beside Lake Monona.",https://lh5.googleusercontent.com/-1UYCpiS1R0c/WqCiZOsLlkI/AAAAAAAAAUI/y-yy4pXhyOY128-MDeA8dOfJjTCVF8z4QCLIBGAYYCw/w296-h202-n-k-no/,https://www.google.com/travel/hotels/Madison/place/10659967246771054750?utm_source=marketing&utm_campaign=HD19&hrf=KhYKBwjjDxABGBISBwjjDxABGBUYAyAB
Martin Luther King Jr. Weekend,Madison,The Madison Concourse Hotel & Governor's Club,3,This upscale hotel in downtown Madison is a 3-minute walk from the State Capitol and 1.4 miles from Monona Terrace.,https://lh4.googleusercontent.com/-1mMDfm7BzgA/W5liGBbOoVI/AAAAAAAAAPo/WbLXq50Zl4gaAnCOQByKZgVHWqK6eAnfwCLIBGAYYCw/w296-h202-n-k-no/,https://www.google.com/travel/hotels/Madison/place/6258791005175086800?utm_source=marketing&utm_campaign=HD19&hrf=KhYKBwjjDxABGBISBwjjDxABGBUYAyAB
Martin Luther King Jr. Weekend,Madison,Hampton Inn & Suites Madison Downtown,3,"Off of Highway 151, this modern lodging is in downtown Madison, a 4-minute walk from the vibrant shopping and dining of State Street. The University of Wisconsin-Madison is a 6-minute walk away.",https://lh5.googleusercontent.com/-WSYLMGoc7IU/W0YohO1yBOI/AAAAAAAAAKU/XYVkChHyACMWUJ-IUqEQ9CrhmHghvoc7wCLIBGAYYCw/w296-h202-n-k-no/,https://www.google.com/travel/hotels/Madison/place/4882191678843014781?utm_source=marketing&utm_campaign=HD19&hrf=KhYKBwjjDxABGBISBwjjDxABGBUYAyAB
Martin Luther King Jr. Weekend,Gatlinburg,Country Inn & Suites by Radisson,3,"Off of Highway 441, this unpretentious hotel is 4 miles from Ober Gatlinburg amusement park and 11 miles from Dollywood theme park.",https://lh4.googleusercontent.com/-BUeIhQKPbuo/Wo9ECK9lB2I/AAAAAAAAAF4/bbW9p9hbHsgNTZ3ekZlweh3HGgrqPTJKwCLIBGAYYCw/w296-h202-n-k-no/,https://www.google.com/travel/hotels/Gatlinburg/place/4882844756801555644?utm_source=marketing&utm_campaign=HD19&hrf=KhYKBwjjDxABGBISBwjjDxABGBUYAyAB
Martin Luther King Jr. Weekend,Gatlinburg,Courtyard by Marriott Gatlinburg Downtown,3,"On the Gatlinburg Trolley Route and across the street from Gatlinburg Convention Center, this casual hotel with views of the Smokey Mountains is 12 miles from Dollywood amusement park.",https://lh5.googleusercontent.com/proxy/uAXfZc_WNMF-GIcirnpG9fJjbzCSSz0DVw1AmTtRXoHnj_j-o3mqXc5jIpi3YHBwGW8krqEmnkIUNnuNM2HaxPZDwWAK6lkFoClR86eE8RZSusYfVbsXRlD6-g_Nr8rw3lKb69m1qlPhB6ci88dUNxEKiQCZjDI=w296-h202-n-k-no,https://www.google.com/travel/hotels/Gatlinburg/place/13133366180857928398?utm_source=marketing&utm_campaign=HD19&hrf=KhYKBwjjDxABGBISBwjjDxABGBUYAyAB
Martin Luther King Jr. Weekend,Gatlinburg,Bearskin Lodge on the River,3,"Set alongside a mountain stream, this rustic-chic lodge is a 2-minute walk from Great Smoky Mountain National Park and is on the town's trolley route.",https://lh3.googleusercontent.com/-zu0ky8BD9VQ/UZVPxX8iaOI/AAAAAAAAA60/NxkULzt6c5EdEkrw_E4i0CaV0M3acGTSwCLIBGAYYCw/w296-h202-n-k-no/,https://www.google.com/travel/hotels/Gatlinburg/place/18292787346024837501?utm_source=marketing&utm_campaign=HD19&hrf=KhYKBwjjDxABGBISBwjjDxABGBUYAyAB
Martin Luther King Jr. Weekend,Tulum,Central Park,4,"Set in a cluster of contemporary buildings surrounded by tropical gardens, this high-end hotel is 8 km from lively Paradise Beach, 6 km from the renowned Ruinas de Tulum archaeological site, and 1 km from Highway 307.",https://lh3.googleusercontent.com/proxy/bDLcuUDuoZjWh8Zo_PoYNxMrD2rC9ntZPY0jDNHCUucoA19ScyDSa_r2VYpITD-tdfKjUU262m3obK3RS-7YPJ40uJBFEnpdgwEvQDYLW-OKUliYmKnFQLfy2blJY2HybVzoUnnBfTV2fHhTanN7RrhrSAztENI=w296-h202-n-k-no,https://www.google.com/travel/hotels/Tulum/place/6494808742532097459?utm_source=marketing&utm_campaign=HD19&hrf=KhYKBwjjDxABGBISBwjjDxABGBUYAyAB
Martin Luther King Jr. Weekend,Tulum,LiveTulum,4,"Set 3 km from the 13th-century seaside Mayan ruins at Tulum National Park, this polished hotel is 5 km from Paradise Beach on the Caribbean Sea.",https://lh5.googleusercontent.com/-_MOlxS_-PmM/VnmzJymQ9bI/AAAAAAAAAsc/aF746QvEM1olQlGQejlJ4WOyhJGFVo0NwCLIBGAYYCw/w296-h202-n-k-no/,https://www.google.com/travel/hotels/Tulum/place/13212655444193470390?utm_source=marketing&utm_campaign=HD19&hrf=KhYKBwjjDxABGBISBwjjDxABGBUYAyAB
